trial_index	trial_type	block_number	accuracy_binary
173	go	5	1
174	go	5	0
193	go	7	1
194	nogo	7	0
195	go	7	1
196	go	7	1
197	nogo	7	0
198	go	7	1
199	go	7	1
200	nogo	7	1
201	go	7	1
202	go	7	1
203	nogo	7	1
204	go	7	1
205	nogo	7	0
206	go	7	1
207	nogo	7	1
208	go	7	1
209	go	7	1
210	go	7	1
211	nogo	7	1
212	go	7	1
213	go	7	1
214	go	7	1
215	nogo	7	0
216	go	7	1
217	go	7	1
218	go	7	1
219	go	7	1
220	go	7	1
221	go	7	1
222	nogo	7	0
223	go	7	1
224	go	7	1
225	go	7	1
226	go	7	1
227	nogo	7	0
228	go	7	0
229	go	7	1
230	go	7	1
231	go	7	1
232	nogo	7	0
233	go	7	1
234	go	7	1
235	go	7	1
236	go	7	1
237	go	7	1
238	go	7	1
239	go	7	1
240	go	7	1
241	go	7	1
242	go	7	1
243	go	7	1
244	nogo	7	0
245	go	7	1
246	go	7	1
247	go	7	0
248	go	7	1
249	go	7	1
250	go	7	1
251	go	7	1
252	go	7	1
253	go	8	1
254	go	8	1
255	nogo	8	1
256	go	8	1
257	go	8	1
258	nogo	8	1
259	go	8	0
260	nogo	8	1
261	go	8	1
262	go	8	1
263	nogo	8	1
264	go	8	1
265	go	8	1
266	go	8	1
267	go	8	1
268	go	8	1
269	go	8	1
270	nogo	8	1
271	go	8	1
272	nogo	8	1
273	go	8	1
274	go	8	1
275	nogo	8	1
276	go	8	1
277	go	8	0
278	go	8	1
279	go	8	1
280	go	8	1
281	go	8	1
282	go	8	1
283	nogo	8	0
284	go	8	1
285	nogo	8	1
286	go	8	1
287	go	8	1
288	go	8	1
289	go	8	1
290	go	8	1
291	go	8	1
292	go	8	1
293	go	8	1
294	go	8	1
295	go	8	1
296	go	8	1
297	go	8	1
298	go	8	1
299	go	8	1
300	go	8	1
301	go	8	1
302	go	8	1
303	nogo	8	1
304	go	8	1
305	go	8	1
306	go	8	1
307	go	8	1
308	nogo	8	0
309	go	8	0
310	go	8	1
311	go	8	1
312	nogo	8	0
331	nogo	10	1
332	go	10	1
333	go	10	1
334	go	10	1
335	go	10	1
336	go	10	1
337	go	10	1
338	nogo	10	0
339	go	10	1
340	go	10	1
341	go	10	1
342	go	10	1
343	nogo	10	0
344	go	10	1
345	nogo	10	1
346	go	10	1
347	nogo	10	1
348	go	10	1
349	go	10	1
350	go	10	1
351	nogo	10	0
352	go	10	1
353	nogo	10	1
354	go	10	1
355	go	10	1
356	go	10	1
357	go	10	1
358	go	10	1
359	go	10	1
360	go	10	1
361	go	10	1
362	go	10	1
363	nogo	10	1
364	go	10	1
365	go	10	1
366	go	10	1
367	go	10	1
368	go	10	1
369	go	10	1
370	go	10	1
371	go	10	1
372	go	10	1
373	nogo	10	0
374	go	10	1
375	nogo	10	0
376	go	10	1
377	go	10	1
378	go	10	1
379	go	10	1
380	go	10	1
381	go	10	0
382	go	10	1
383	go	10	1
384	nogo	10	0
385	go	10	1
386	go	10	1
387	nogo	10	1
388	go	10	1
389	go	10	1
390	go	10	1
391	go	11	1
392	go	11	1
393	nogo	11	0
394	go	11	1
395	nogo	11	1
396	go	11	1
397	go	11	1
398	go	11	1
399	go	11	1
400	go	11	1
401	go	11	1
402	go	11	1
403	go	11	1
404	nogo	11	1
405	go	11	1
406	nogo	11	0
407	go	11	1
408	go	11	1
409	go	11	1
410	go	11	1
411	go	11	1
412	go	11	1
413	go	11	1
414	nogo	11	1
415	go	11	1
416	go	11	1
417	go	11	1
418	go	11	1
419	go	11	1
420	nogo	11	1
421	go	11	1
422	go	11	1
423	go	11	1
424	go	11	1
425	go	11	1
426	nogo	11	0
427	go	11	1
428	nogo	11	0
429	go	11	1
430	go	11	1
431	go	11	1
432	go	11	1
433	go	11	1
434	go	11	1
435	go	11	1
436	go	11	1
437	nogo	11	0
438	go	11	1
439	nogo	11	1
440	go	11	1
441	go	11	1
442	go	11	1
443	nogo	11	0
444	go	11	1
445	go	11	1
446	go	11	1
447	go	11	1
448	nogo	11	1
449	go	11	1
450	go	11	1
469	go	13	1
470	nogo	13	1
471	go	13	1
472	go	13	1
473	nogo	13	0
474	go	13	1
475	go	13	1
476	nogo	13	0
477	go	13	1
478	go	13	1
479	go	13	1
480	go	13	1
481	go	13	1
482	go	13	1
483	go	13	1
484	go	13	1
485	go	13	1
486	go	13	1
487	go	13	1
488	go	13	1
489	go	13	1
490	go	13	1
491	go	13	1
492	go	13	1
493	go	13	1
494	go	13	1
495	go	13	1
496	nogo	13	1
497	go	13	1
498	nogo	13	0
499	go	13	1
500	nogo	13	0
501	go	13	1
502	go	13	1
503	go	13	1
504	go	13	1
505	go	13	1
506	go	13	1
507	go	13	1
508	nogo	13	1
509	go	13	1
510	nogo	13	0
511	go	13	1
512	go	13	1
513	go	13	0
514	nogo	13	1
515	go	13	1
516	nogo	13	1
517	go	13	1
518	go	13	0
519	go	13	1
520	go	13	1
521	go	13	1
522	go	13	0
523	nogo	13	0
524	go	13	1
525	go	13	0
526	nogo	13	1
527	go	13	1
528	go	13	1
529	go	14	1
530	go	14	1
531	go	14	1
532	go	14	1
533	go	14	0
534	go	14	1
535	go	14	1
536	go	14	1
537	go	14	1
538	go	14	1
539	go	14	1
540	go	14	1
541	go	14	1
542	nogo	14	0
543	go	14	1
544	go	14	1
545	go	14	1
546	go	14	1
547	go	14	1
548	nogo	14	0
549	go	14	1
550	go	14	1
551	nogo	14	1
552	go	14	1
553	nogo	14	1
554	go	14	1
555	go	14	1
556	go	14	1
557	go	14	1
558	go	14	1
559	go	14	1
560	nogo	14	1
561	go	14	1
562	nogo	14	1
563	go	14	1
564	go	14	0
565	go	14	1
566	nogo	14	0
567	go	14	1
568	nogo	14	1
569	go	14	1
570	go	14	1
571	go	14	1
572	nogo	14	0
573	go	14	1
574	go	14	0
575	go	14	1
576	nogo	14	0
577	go	14	1
578	go	14	1
579	go	14	1
580	go	14	1
581	go	14	1
582	nogo	14	1
583	go	14	1
584	go	14	1
585	go	14	1
586	go	14	1
587	go	14	1
588	nogo	14	1
