trial_index	trial_type	block_number	accuracy_binary
263	go	8	1
264	go	8	0
265	go	8	1
266	nogo	8	1
267	go	8	1
268	go	8	1
269	go	8	1
270	nogo	8	1
271	go	8	1
272	go	8	1
273	go	8	1
274	go	8	1
275	go	8	1
276	go	8	1
277	go	8	1
278	go	8	1
279	go	8	1
280	go	8	1
281	go	8	1
282	go	8	1
283	nogo	8	1
284	go	8	1
285	go	8	1
286	go	8	1
287	go	8	1
288	go	8	1
289	go	8	0
290	go	8	1
291	nogo	8	1
292	go	8	1
293	nogo	8	0
294	go	8	1
295	go	8	1
296	nogo	8	0
297	go	8	1
298	go	8	1
299	go	8	1
300	nogo	8	1
301	go	8	1
302	nogo	8	1
303	go	8	1
304	go	8	1
305	go	8	1
306	go	8	1
307	go	8	1
308	nogo	8	1
309	go	8	1
310	go	8	1
311	go	8	1
312	go	8	1
331	go	10	1
332	go	10	1
333	go	10	1
334	go	10	1
335	nogo	10	1
336	go	10	1
337	go	10	1
338	nogo	10	0
339	go	10	1
340	go	10	1
341	go	10	1
342	go	10	1
343	go	10	1
344	go	10	1
345	go	10	1
346	go	10	1
347	go	10	1
348	go	10	1
349	go	10	1
350	go	10	1
351	go	10	1
352	nogo	10	1
353	go	10	1
354	go	10	1
355	go	10	1
356	go	10	1
357	go	10	1
358	nogo	10	0
359	go	10	1
360	go	10	1
361	go	10	1
362	go	10	1
363	go	10	1
364	go	10	1
365	go	10	1
366	go	10	1
367	go	10	1
368	go	10	1
369	nogo	10	1
370	go	10	1
371	nogo	10	0
372	go	10	0
373	go	10	1
374	go	10	1
375	go	10	1
376	go	10	1
377	nogo	10	1
378	go	10	1
379	nogo	10	0
380	go	10	1
381	nogo	10	0
382	go	10	1
383	nogo	10	1
384	go	10	1
385	nogo	10	1
386	go	10	1
387	go	10	1
388	go	10	1
389	go	10	1
390	nogo	10	1
391	nogo	11	1
392	go	11	1
393	go	11	1
394	go	11	1
395	nogo	11	0
396	go	11	1
397	go	11	1
398	nogo	11	1
399	go	11	1
400	go	11	1
401	nogo	11	1
402	go	11	1
403	go	11	1
404	go	11	1
405	go	11	1
406	go	11	1
407	nogo	11	1
408	go	11	1
409	go	11	1
410	go	11	1
411	go	11	1
412	go	11	1
413	go	11	1
414	go	11	0
415	go	11	1
416	nogo	11	1
417	go	11	0
418	go	11	1
419	go	11	1
420	go	11	1
421	go	11	1
422	nogo	11	1
423	go	11	1
424	go	11	1
425	go	11	1
426	go	11	1
427	go	11	1
428	go	11	1
429	go	11	1
430	go	11	1
431	nogo	11	0
432	go	11	1
433	go	11	1
434	go	11	1
435	go	11	1
436	go	11	1
437	nogo	11	1
438	go	11	1
439	go	11	1
440	go	11	1
441	go	11	1
442	go	11	1
443	nogo	11	1
444	go	11	1
445	go	11	1
446	nogo	11	1
447	go	11	1
448	nogo	11	1
449	go	11	1
450	go	11	1
469	go	13	1
470	go	13	1
471	go	13	1
472	go	13	1
473	go	13	1
474	go	13	1
475	go	13	1
476	go	13	1
477	go	13	1
478	nogo	13	1
479	go	13	1
480	go	13	1
481	go	13	0
482	nogo	13	0
483	go	13	1
484	nogo	13	1
485	go	13	1
486	go	13	1
487	go	13	1
488	go	13	1
489	nogo	13	1
490	go	13	1
491	nogo	13	0
492	go	13	1
493	nogo	13	1
494	go	13	1
495	go	13	1
496	go	13	0
497	go	13	1
498	go	13	1
499	nogo	13	1
500	go	13	1
501	nogo	13	0
502	go	13	1
503	go	13	0
504	go	13	1
505	go	13	1
506	go	13	1
507	nogo	13	0
508	go	13	1
509	nogo	13	1
510	go	13	1
511	go	13	1
512	go	13	1
513	go	13	1
514	go	13	1
515	go	13	1
516	nogo	13	0
517	go	13	1
518	go	13	1
519	go	13	1
520	go	13	1
521	go	13	1
522	go	13	1
523	go	13	1
524	nogo	13	1
525	go	13	1
526	go	13	1
527	go	13	1
528	go	13	1
529	nogo	14	1
530	go	14	1
531	go	14	1
532	go	14	0
533	nogo	14	0
534	go	14	0
535	go	14	1
536	go	14	1
537	go	14	1
538	go	14	1
539	nogo	14	0
540	go	14	1
541	go	14	1
542	go	14	1
543	go	14	1
544	go	14	1
545	go	14	1
546	nogo	14	0
547	go	14	1
548	go	14	1
549	go	14	1
550	go	14	1
551	go	14	1
552	go	14	1
553	go	14	1
554	nogo	14	1
555	go	14	1
556	go	14	1
557	go	14	1
558	go	14	1
559	go	14	1
560	go	14	1
561	go	14	1
562	go	14	1
563	go	14	1
564	go	14	1
565	nogo	14	0
566	go	14	1
567	nogo	14	1
568	go	14	1
569	nogo	14	1
570	go	14	1
571	nogo	14	0
572	go	14	1
573	nogo	14	0
574	go	14	1
575	go	14	1
576	nogo	14	1
577	go	14	1
578	go	14	0
579	go	14	0
580	go	14	1
581	go	14	1
582	go	14	1
583	go	14	1
584	go	14	1
585	go	14	1
586	nogo	14	1
587	go	14	1
588	go	14	1
