trial_index	trial_type	block_number	accuracy_binary
194	go	7	1
195	go	7	1
196	go	7	1
197	go	7	1
198	nogo	7	1
199	go	7	1
200	go	7	1
201	go	7	1
202	go	7	1
203	nogo	7	1
204	go	7	1
205	nogo	7	1
206	go	7	1
207	go	7	1
208	go	7	1
209	nogo	7	1
210	go	7	1
211	go	7	1
212	go	7	0
213	go	7	1
214	nogo	7	0
215	go	7	1
216	go	7	1
217	go	7	1
218	go	7	1
219	go	7	1
220	go	7	1
221	go	7	1
222	nogo	7	1
223	go	7	1
224	go	7	1
225	nogo	7	1
226	go	7	0
227	go	7	1
228	go	7	0
229	nogo	7	1
230	go	7	1
231	nogo	7	1
232	go	7	1
233	go	7	1
234	go	7	1
235	go	7	1
236	go	7	1
237	go	7	1
238	go	7	1
239	go	7	1
240	go	7	1
241	nogo	7	1
242	go	7	1
243	go	7	1
244	go	7	1
245	nogo	7	1
246	go	7	1
247	go	7	1
248	go	7	1
249	go	7	1
250	go	7	1
251	nogo	7	1
252	go	7	0
253	go	8	1
254	go	8	1
255	nogo	8	1
256	go	8	1
257	go	8	1
258	go	8	1
259	nogo	8	1
260	go	8	1
261	go	8	1
262	go	8	1
263	go	8	1
264	go	8	1
265	nogo	8	0
266	go	8	1
267	go	8	1
268	go	8	1
269	go	8	0
270	nogo	8	1
271	go	8	1
272	go	8	1
273	go	8	1
274	go	8	1
275	go	8	1
276	go	8	0
277	go	8	1
278	nogo	8	1
279	go	8	1
280	nogo	8	1
281	go	8	1
282	go	8	1
283	nogo	8	1
284	go	8	1
285	go	8	1
286	go	8	1
287	nogo	8	1
288	go	8	1
289	go	8	1
290	go	8	1
291	go	8	1
292	go	8	1
293	go	8	1
294	go	8	1
295	go	8	1
296	nogo	8	1
297	go	8	1
298	go	8	1
299	go	8	1
300	go	8	1
301	nogo	8	1
302	go	8	1
303	go	8	1
304	go	8	1
305	go	8	1
306	go	8	1
307	nogo	8	1
308	go	8	1
309	go	8	1
310	go	8	1
311	nogo	8	1
312	go	8	1
331	go	10	1
332	go	10	1
333	go	10	1
334	go	10	1
335	go	10	1
336	nogo	10	1
337	go	10	1
338	go	10	1
339	go	10	1
340	nogo	10	1
341	go	10	1
342	nogo	10	1
343	go	10	1
344	go	10	1
345	nogo	10	1
346	go	10	0
347	go	10	1
348	go	10	1
349	go	10	1
350	nogo	10	1
351	go	10	1
352	go	10	1
353	go	10	1
354	go	10	1
355	go	10	0
356	go	10	1
357	go	10	1
358	go	10	1
359	go	10	1
360	go	10	1
361	go	10	0
362	go	10	1
363	go	10	1
364	nogo	10	0
365	go	10	1
366	go	10	1
367	go	10	1
368	nogo	10	1
369	go	10	1
370	nogo	10	1
371	go	10	1
372	go	10	0
373	nogo	10	1
374	go	10	0
375	go	10	1
376	nogo	10	1
377	go	10	1
378	nogo	10	0
379	go	10	1
380	go	10	1
381	go	10	1
382	go	10	1
383	go	10	1
384	go	10	1
385	go	10	1
386	go	10	1
387	go	10	1
388	nogo	10	1
389	go	10	1
390	go	10	1
391	go	11	1
392	go	11	0
393	go	11	1
394	nogo	11	1
395	go	11	0
396	go	11	1
397	go	11	1
398	go	11	0
399	go	11	1
400	nogo	11	1
401	go	11	1
402	go	11	1
403	nogo	11	1
404	go	11	1
405	go	11	1
406	go	11	1
407	nogo	11	1
408	go	11	1
409	go	11	1
410	nogo	11	1
411	go	11	1
412	go	11	1
413	go	11	1
414	go	11	1
415	go	11	1
416	go	11	1
417	go	11	1
418	nogo	11	1
419	go	11	1
420	go	11	1
421	go	11	1
422	go	11	1
423	nogo	11	1
424	go	11	1
425	go	11	1
426	nogo	11	1
427	go	11	1
428	go	11	1
429	go	11	1
430	nogo	11	1
431	go	11	1
432	go	11	1
433	go	11	1
434	go	11	1
435	nogo	11	1
436	go	11	1
437	go	11	1
438	go	11	1
439	go	11	1
440	go	11	1
441	nogo	11	1
442	go	11	0
443	go	11	1
444	go	11	1
445	go	11	1
446	go	11	1
447	go	11	1
448	go	11	1
449	nogo	11	1
450	go	11	1
469	go	13	1
470	go	13	1
471	nogo	13	1
472	go	13	1
473	go	13	1
474	nogo	13	0
475	go	13	1
476	nogo	13	1
477	go	13	1
478	go	13	1
479	go	13	1
480	go	13	1
481	go	13	1
482	go	13	1
483	nogo	13	1
484	go	13	1
485	nogo	13	1
486	go	13	1
487	go	13	1
488	go	13	1
489	go	13	1
490	nogo	13	1
491	go	13	1
492	go	13	1
493	nogo	13	1
494	go	13	1
495	go	13	1
496	go	13	1
497	go	13	1
498	nogo	13	1
499	go	13	1
500	nogo	13	1
501	go	13	0
502	go	13	1
503	go	13	1
504	nogo	13	1
505	go	13	1
506	go	13	1
507	go	13	1
508	go	13	1
509	go	13	1
510	go	13	1
511	go	13	1
512	go	13	1
513	go	13	1
514	go	13	1
515	go	13	1
516	nogo	13	1
517	go	13	1
518	go	13	1
519	go	13	1
520	go	13	1
521	go	13	1
522	go	13	1
523	go	13	1
524	nogo	13	1
525	go	13	1
526	go	13	1
527	go	13	1
528	go	13	1
529	go	14	1
530	nogo	14	1
531	go	14	1
532	go	14	1
533	go	14	1
534	go	14	1
535	go	14	1
536	go	14	1
537	nogo	14	1
538	go	14	1
539	go	14	1
540	go	14	1
541	go	14	0
542	go	14	1
543	go	14	1
544	go	14	1
545	go	14	1
546	nogo	14	1
547	go	14	1
548	go	14	1
549	go	14	1
550	go	14	1
551	go	14	1
552	go	14	1
553	go	14	1
554	go	14	1
555	go	14	1
556	go	14	1
557	go	14	1
558	go	14	1
559	go	14	1
560	go	14	1
561	go	14	1
562	go	14	1
563	go	14	1
564	go	14	1
565	nogo	14	1
566	go	14	1
567	nogo	14	1
568	go	14	1
569	nogo	14	1
570	go	14	1
571	nogo	14	0
572	go	14	1
573	go	14	1
574	nogo	14	1
575	go	14	0
576	nogo	14	1
577	go	14	1
578	go	14	1
579	nogo	14	1
580	go	14	1
581	go	14	1
582	nogo	14	1
583	go	14	1
584	nogo	14	1
585	go	14	1
586	go	14	1
587	go	14	1
588	go	14	1
