trial_index	trial_type	block_number	accuracy_binary
551	go	14	1
552	nogo	14	1
553	go	14	1
554	go	14	1
555	go	14	1
556	go	14	1
557	go	14	1
558	go	14	1
559	go	14	1
560	nogo	14	0
561	go	14	1
562	nogo	14	1
563	go	14	1
564	go	14	1
565	go	14	1
566	go	14	1
567	go	14	1
568	go	14	1
569	go	14	1
570	go	14	1
571	go	14	1
572	go	14	1
573	go	14	0
574	go	14	1
575	go	14	0
576	nogo	14	1
577	go	14	1
578	go	14	1
579	go	14	1
580	nogo	14	1
581	go	14	1
582	go	14	1
583	go	14	1
584	go	14	1
585	go	14	1
586	nogo	14	1
587	go	14	1
588	nogo	14	1
