trial_index	trial_type	block_number	accuracy_binary
173	go	5	1
174	nogo	5	0
193	go	7	1
194	nogo	7	1
195	go	7	1
196	go	7	1
197	go	7	1
198	go	7	1
199	go	7	1
200	nogo	7	1
201	go	7	1
202	go	7	1
203	go	7	1
204	go	7	1
205	go	7	1
206	go	7	1
207	go	7	1
208	nogo	7	0
209	go	7	1
210	go	7	1
211	nogo	7	0
212	go	7	1
213	nogo	7	1
214	go	7	1
215	go	7	1
216	go	7	1
217	go	7	1
218	go	7	1
219	go	7	1
220	go	7	1
221	nogo	7	1
222	go	7	1
223	go	7	1
224	go	7	1
225	go	7	1
226	nogo	7	1
227	go	7	1
228	go	7	1
229	go	7	0
230	go	7	1
231	go	7	1
232	nogo	7	0
233	go	7	0
234	go	7	1
235	go	7	1
236	nogo	7	1
237	go	7	1
238	go	7	1
239	go	7	1
240	go	7	1
241	go	7	1
242	go	7	1
243	go	7	1
244	nogo	7	1
245	go	7	1
246	go	7	1
247	nogo	7	0
248	go	7	1
249	go	7	1
250	go	7	1
251	go	7	1
252	nogo	7	0
253	nogo	8	1
254	go	8	1
255	go	8	1
256	go	8	0
257	nogo	8	1
258	go	8	0
259	nogo	8	1
260	go	8	1
261	go	8	1
262	nogo	8	1
263	go	8	1
264	go	8	1
265	go	8	1
266	go	8	1
267	go	8	1
268	go	8	0
269	go	8	1
270	go	8	1
271	go	8	1
272	go	8	1
273	go	8	1
274	go	8	1
275	go	8	1
276	go	8	1
277	go	8	1
278	go	8	1
279	go	8	1
280	go	8	1
281	go	8	1
282	go	8	0
283	go	8	1
284	nogo	8	1
285	go	8	1
286	nogo	8	0
287	go	8	1
288	go	8	1
289	nogo	8	1
290	go	8	1
291	go	8	1
292	go	8	1
293	go	8	0
294	go	8	1
295	go	8	1
296	nogo	8	1
297	go	8	1
298	go	8	1
299	nogo	8	1
300	go	8	1
301	go	8	1
302	go	8	1
303	nogo	8	1
304	go	8	1
305	go	8	1
306	go	8	1
307	go	8	1
308	nogo	8	1
309	go	8	1
310	nogo	8	1
311	go	8	1
312	go	8	0
331	go	10	1
332	nogo	10	1
333	go	10	1
334	go	10	1
335	nogo	10	1
336	go	10	1
337	go	10	1
338	go	10	1
339	go	10	1
340	go	10	1
341	go	10	1
342	go	10	1
343	go	10	1
344	go	10	1
345	go	10	1
346	nogo	10	1
347	go	10	1
348	go	10	1
349	go	10	1
350	go	10	1
351	go	10	1
352	go	10	1
353	go	10	1
354	go	10	1
355	go	10	1
356	go	10	1
357	nogo	10	1
358	go	10	1
359	nogo	10	1
360	go	10	1
361	go	10	1
362	go	10	1
363	go	10	1
364	nogo	10	1
365	go	10	1
366	go	10	1
367	go	10	1
368	go	10	1
369	go	10	1
370	go	10	1
371	go	10	1
372	go	10	1
373	nogo	10	1
374	go	10	1
375	go	10	1
376	nogo	10	1
377	go	10	1
378	nogo	10	1
379	go	10	1
380	go	10	1
381	go	10	1
382	go	10	1
383	nogo	10	1
384	go	10	1
385	nogo	10	1
386	go	10	1
387	go	10	1
388	nogo	10	1
389	go	10	1
390	go	10	1
391	nogo	11	0
392	go	11	1
393	go	11	1
394	go	11	1
395	nogo	11	0
396	go	11	1
397	go	11	1
398	go	11	1
399	go	11	1
400	nogo	11	1
401	go	11	1
402	go	11	1
403	go	11	1
404	go	11	1
405	go	11	1
406	go	11	1
407	go	11	1
408	nogo	11	0
409	go	11	1
410	go	11	1
411	go	11	1
412	go	11	1
413	go	11	1
414	go	11	1
415	go	11	1
416	go	11	1
417	nogo	11	1
418	go	11	1
419	go	11	1
420	go	11	1
421	go	11	1
422	go	11	1
423	nogo	11	1
424	go	11	1
425	go	11	1
426	nogo	11	0
427	go	11	1
428	go	11	1
429	nogo	11	1
430	go	11	1
431	go	11	1
432	go	11	1
433	go	11	1
434	go	11	1
435	nogo	11	1
436	go	11	1
437	nogo	11	0
438	go	11	1
439	go	11	1
440	go	11	1
441	nogo	11	1
442	go	11	1
443	go	11	1
444	go	11	1
445	go	11	1
446	nogo	11	1
447	go	11	1
448	go	11	1
449	go	11	1
450	go	11	1
469	go	13	1
470	go	13	1
471	nogo	13	1
472	go	13	1
473	nogo	13	1
474	go	13	1
475	go	13	0
476	nogo	13	1
477	go	13	1
478	go	13	1
479	go	13	1
480	go	13	1
481	go	13	1
482	go	13	1
483	go	13	1
484	go	13	1
485	go	13	1
486	nogo	13	1
487	go	13	1
488	nogo	13	1
489	go	13	1
490	nogo	13	0
491	go	13	1
492	go	13	1
493	go	13	1
494	go	13	1
495	go	13	1
496	go	13	1
497	nogo	13	0
498	go	13	1
499	nogo	13	1
500	go	13	1
501	go	13	1
502	go	13	1
503	go	13	1
504	go	13	1
505	go	13	1
506	go	13	1
507	go	13	1
508	go	13	1
509	nogo	13	1
510	go	13	1
511	go	13	1
512	go	13	1
513	go	13	1
514	go	13	1
515	go	13	1
516	go	13	1
517	go	13	1
518	go	13	1
519	go	13	1
520	nogo	13	0
521	go	13	1
522	nogo	13	1
523	go	13	1
524	go	13	1
525	nogo	13	1
526	go	13	1
527	go	13	1
528	go	13	1
529	go	14	1
530	go	14	1
531	go	14	1
532	go	14	1
533	go	14	1
534	nogo	14	1
535	go	14	1
536	go	14	1
537	nogo	14	1
538	go	14	1
539	go	14	1
540	go	14	1
541	go	14	1
542	go	14	1
543	go	14	1
544	go	14	1
545	go	14	1
546	nogo	14	1
547	go	14	1
548	go	14	1
549	nogo	14	1
550	go	14	1
551	go	14	1
552	nogo	14	1
553	go	14	1
554	go	14	1
555	go	14	1
556	go	14	1
557	go	14	1
558	go	14	1
559	go	14	1
560	go	14	1
561	go	14	1
562	go	14	1
563	go	14	1
564	go	14	1
565	go	14	1
566	go	14	1
567	go	14	0
568	nogo	14	1
569	go	14	1
570	go	14	1
571	nogo	14	0
572	go	14	1
573	go	14	1
574	nogo	14	0
575	go	14	1
576	nogo	14	1
577	go	14	1
578	go	14	1
579	nogo	14	1
580	go	14	1
581	go	14	1
582	nogo	14	1
583	go	14	0
584	go	14	1
585	go	14	1
586	nogo	14	1
587	go	14	1
588	go	14	1
